date,year,type,country,state,location,activity,sex,age,injury,time,species
26-Feb-1977,1977,Unprovoked,australia,new south wales,"kingscliffe beach, south of tweed heads",Surfing,M,24,Injured,,4 m [13'] shark
04-Feb-1977,1977,Invalid,australia,victoria,sorrento back beach,Unknown,M,,Shark involvement prior to death was unconfirmed,,Not confirmed
Feb-1977,1977,Unprovoked,new caledonia,,i'le ouen,Unknown,M,,Injured,,
Jan-1977,1977,Unprovoked,mexico,guerrero,la playa hornos (near acapulco),Swimming,M,,Fatal,14h30,
29-Dec-1976,1976,Unprovoked,australia,queensland,caloundra,Unknown,M,,Injured,,
18-Dec-1976,1976,Unprovoked,usa,california,"san miguel island, santa barbara county",Diving,M,29,Injured,09h00,White shark
27-Nov-1976,1976,Unprovoked,south africa,western cape province,clifton,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Injured,16h05,White shark
26-Nov-1976,1976,Invalid,australia,queensland,southport bar,Unknown,M,,"Missing, believed taken by a shark, but not confirmed",,Not confirmed
25-Nov-1976,1976,Unprovoked,usa,florida,palm beach county,Surfing,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",10h55,Bull shark
23-Nov-1976,1976,Invalid,south africa,kwazulu-natal,warner beach,Swimming,M,17,Injured,,Questionable incident
Nov-1976,1976,Provoked,south africa,western cape province,macassar,Fishing,M,,No injury,,White shark
27-Oct-1976,1976,Watercraft,south africa,western cape province,gordon’s bay,Boat,M,,No injury,,White shark
18-Oct-1976,1976,Unprovoked,usa,california,"moonstone beach, humboldt county",Surfing,M,25,Injured,14h30,White shark
06-Oct-1976,1976,Unprovoked,south africa,eastern cape province,cape st. francis,Surfing,M,20,Injured,11h00,White shark
22-Sep-1976,1976,Sea Disaster,new caledonia,,sarcelle,Shipwreck,M,,It was believed that survivors were killed by sharks,,
19-Sep-1976,1976,Unprovoked,australia,south australia,"point lowly, north of whyalla",Diving,M,27,Injured,,2.7 m  [9'] shark
17-Sep-1976,1976,Sea Disaster,hong kong,south china sea 200 miles from hong kong,,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,,Fatal,,
12-Sep-1976,1976,Unprovoked,usa,florida,"jacksonville, duval county",Swimming,M,16,Fatal,,
12-Sep-1976,1976,Unprovoked,usa,florida,"jacksonville, duval county",Swimming,M,,Fatal,,
06-Sep-1976,1976,Unprovoked,usa,florida,"sebastian, indian river county",Surfing,M,15,Injured,14h00,Tiger shark
26-Aug-1976,1976,Unprovoked,usa,north carolina,"emerald isle pier (near morehead city), carteret county",Surfing,M,23,Injured,,
24-Aug-1976,1976,Unprovoked,usa,oregon,winchester bay,Surfing,M,19,No injury,14h00,White shark
24-Jul-1976,1976,Unprovoked,usa,florida,st. lucie county,Fishing,M,24,Injured,10h30,
21-Jul-1976,1976,Unprovoked,usa,louisiana,scofield - sandy point,Playing,M,10,Injured,,
16-Jul-1976,1976,Unprovoked,usa,hawaii,"maha'ulepu, koloa, kaua'i",Diving,M,18,Fatal,,
12-Jul-1976,1976,Unprovoked,usa,florida,st. lucie county,Fishing,M,23,"""lost part of a finger""",,6' to 8' shark
23-Jun-1976,1976,Unprovoked,usa,florida,"st. andrews state park, bay county",Diving,M,17,Injured,Night,12' to 14' shark
10-Jun-1976,1976,Unprovoked,usa,hawaii,"kama'ole beach, park no. 1, kihei, maui",Swimming,M,,Injured,,0.9 m to 1.5 m [3' to 5'] shark
Reported 02-Jun-1976,1976,Provoked,italy,reggio calabria province,bovalino,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,,Blue shark
01-Jun-1976,1976,Watercraft,australia,queensland,off stradbroke island,Sitting in bow of her father's 5 m boat,F,,"Shark jumped in boat, hitting her in the face & knocking her unconscious",,1.5 m [5'] shark
02-May-1976,1976,Watercraft,south africa,western cape province,40 km off cape point,Fishing,F,,"Shark following hooked fish, rammed & holed boat",,"Mako shark, 180-kg [397-lb]"
28-Apr-1976,1976,Invalid,usa,texas,galveston island,Unknown,F,,"Possible drowning victim, remains retrieved from 400-lb shark caught by fishermen on 28-Apr-1976",,Not confirmed
12-Mar-1976,1976,Unprovoked,usa,florida,volusia county,Standing,M,21 or 26,Injured,14h30,
12-Mar-1976,1976,Watercraft,south africa,western cape province,robberg point,Fishing,M,,No injury,,Whale shark
09-Mar-1976,1976,Watercraft,south africa,western cape province,"2 km from macassar, false bay",Unknown,M,,Shark breached hull of boat,,White shark
02-Mar-1976,1976,Watercraft,south africa,western cape province,"2 km from macassar, false bay",Unknown,M,,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",,White shark
03-Feb-1976,1976,Watercraft,south africa,western cape province,false bay,Shark watching,M,,No injury,,White shark
13-Jan-1976,1976,Provoked,south africa,western cape province,hartenbos,Fishing,M,,No injury,,4 m [13'] shark
12-Jan-1976,1976,Unprovoked,australia,queensland,harvey bay,Unknown,F,,Injured,,
11-Jan-1976,1976,Provoked,south africa,western cape province,kalk bay,Fishing,F,,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",07h30,White shark
08-Jan-1976,1976,Unprovoked,usa,florida,"off fort pierce, st lucie county",Diving,M,25,Injured,,6' shark
02-Jan-1976,1976,Unprovoked,new zealand,north island,"te kaha, east coast",Fishing,M,,Fatal,13h00,Bronze whaler shark
1976,1976,Unprovoked,usa,hawaii,"off lahaina, maui",Diving,M,,Fatal,,
29-Dec-1975,1975,Watercraft,australia,south australia,glenelg,Attempting to drive shark away from the beach,M,,No injury,,2.4 m [8'] shark
06-Dec-1975,1975,Unprovoked,usa,california,farallon islands,Diving,M,27,Injured,12h00,White shark
02-Dec-1975,1975,Provoked,australia,new south wales,"porpoise pool, tweed heads",Filming & feeding captive sharks,M,35,Tooth mark in left elbow PROVOKED INCIDENT,,Grey shark
19-Nov-1975,1975,Unprovoked,australia,new south wales,"queenscliff, sydney",Standing,M,20,Injured,,5' shark
19-Nov-1975,1975,Unprovoked,south africa,kwazulu-natal,"south beach, durban",Standing,M,33,Injured,10h00,Juvenile dusky shark
07-Nov-1975,1975,Unprovoked,australia,queensland,lookout point,Unknown,M,,Injured,,
02-Nov-1975,1975,Unprovoked,usa,florida,st. johns county,Surfing,M,18,Injured,,6' shark
21-Oct-1975,1975,Invalid,usa,new jersey,"sandy hook, monmouth county",Surfing,M,,"""Tooth marks"" in left leg",11h30,Shark involvement unconfirmed
12-Oct-1975,1975,Unprovoked,australia,new south wales,"lennox head, ballina",Surfing,M,20,"Cracked jaw & broken tooth, shark took chunk out of surfboard",,Bronze whaler
04-Oct-1975,1975,Invalid,usa,california,"seal beach, orange county",Surfing,M,,,,Questionable incident
Sep-1975,1975,Unprovoked,south africa,kwazulu-natal,richards bay,Paddleskiing,M,21,Injured,,1.2 m [4'] shark
17-Aug-1975,1975,Unprovoked,south africa,eastern cape province,cape st. francis,Surfing,M,19,Injured,13h30,White shark
12-Aug-1975,1975,Unprovoked,usa,florida,volusia county,Floating on a small orange raft ,M,20,Injured,12h00,1.5 m [5'] shark
09-Aug-1975,1975,Unprovoked,usa,california,"usal creek, bear harbor, mendocino county",Diving,M,44,Injured,13h30,White shark
04-Aug-1975,1975,Unprovoked,hong kong,mirs bay,,Swimming,M,24,Injured,,
30-Jul-1975,1975,Sea Disaster,usa,oregon,,Sea disaster,F,62,Fatal,,
30-Jul-1975,1975,Unprovoked,australia,tasmania,"fluted cape, bruny island",Diving,M,37,Fatal,Afternoon,White shark
26-Jul-1975.b,1975,Unprovoked,usa,florida,"off hutchinson island, st lucie county",Diving,M,24,Injured,,
26-Jul-1975,1975,Unprovoked,australia,queensland,maroochydore,Surfing,M,21,Injured,,12' shark
23-Jul-1975,1975,Unprovoked,usa,california,"perch rock, point conception, santa barbara county",Diving,M,23,Injured,14h30,White shark
19-Jul-1975,1975,Unprovoked,usa,california,"point conception, santa barbara county",Diving,M,34,No injury,13h30,White shark
15-Jul-1975,1975,Unprovoked,usa,florida,volusia county,Swimming,F,14,Injured,Mid-morning,1.2 m [4'] shark
5-Jul-1975,1975,Provoked,australia,western australia,"15 km north of lancelin, north of perth",Fishing,M,29,Speared shark bit his arm  between elbow and shoulder PROVOKED INCIDENT,,2.4 m [8'] whaler shark
04-Jul-1975,1975,Unprovoked,usa,florida,brevard county,Surfing,M,16,Injured,,
23-Jun-1975,1975,Unprovoked,usa,south carolina,horry county,Swimming,M,18,Injured,16h30,4' shark
23-Jun-1975,1975,Unprovoked,usa,south carolina,horry county,Standing,F,15,Injured,14h30,
15-Jun-1975,1975,Unprovoked,usa,alabama,5 miles off the coast,Swimming,M,27,Injured,,
Reported 02-Jun-1975,1975,Unprovoked,usa,florida,volusia county,Surfing,M,20,No injury,,
Jun-1975,1975,Provoked,usa,florida,volusia county,Unknown,M,,Injured,,
25-May-1975,1975,Unprovoked,usa,florida,volusia county,Surfing,M,17,Injured,10h00,
20-May 1975,1975,Unprovoked,usa,florida,volusia county,Bathing,F,10,Injured,,
25-Apr-1975,1975,Invalid,italy,genoa province,cervara,Diving,M,37,The press reported this as an attack by a white shark but the diver was the agressor,,Invalid
18-Apr-1975,1975,Invalid,south africa,kwazulu-natal,durban,Unknown,M,,Probable drowning / scavenging,,Not confirmed
05-Apr-1975,1975,Unprovoked,south africa,western cape province,millers point,Fishing,M,,No injury,Afternoon,White shark
29-Mar-1975,1975,Invalid,south africa,kwazulu-natal,tongaat,Swimming,M,,Probable drowning / scavenging by a white shark,,Not confirmed
18-Mar-1975,1975,Unprovoked,australia,queensland,mornington island,Unknown,F,,Injured,,
16-Mar-1975,1975,Unprovoked,usa,florida,"clearwater beach, pinellas county",Floating in inner tube,M,14,Injured,,10' shark
13-Mar-1975,1975,Provoked,australia,queensland,southport aquarium,Diving,M,18,Injured,,"Bronze whaler shark, 6'"
09-Mar-1975,1975,Provoked,south africa,western cape province,"boggomsbaai, mossel bay",Attempting to drag hooked shark ashore by its tail,M,,Injured,,1.5 m [5']  shark
Mar-1975,1975,Sea Disaster,bangladesh,ganges-brahmaputra delta,,Ferry capsized,M,,Fatal,,
23-Feb-1975,1975,Unprovoked,south africa,kwazulu-natal,"inyoni rocks, amanzimtoti",Surfing,M,16,Injured,10h55,1.5 m [5'] shark
Reported 14-Feb-1975,1975,Watercraft,south africa,western cape province,plettenberg bay,Unknown,M,,Shark bit rudder & hull,,"Mako shark, 3 m [10'] "
10-Feb-1975,1975,Unprovoked,australia,south australia,(point sinclair) penong,Swimming,M,12,Fatal,18h00,White shark
09-Feb-1975,1975,Unprovoked,australia,victoria,anglesea,Fishing,M,45,Injured,,"Carpet shark, 10' "
07-Feb-1975,1975,Unprovoked,australia,queensland,currumbin rock,Unknown,M,,Injured,,
01-Feb-1975,1975,Provoked,south africa,western cape province,"beespens, false bay",Fishing,M,12,Injured,,Copper shark
19-Jan-1975,1975,Unprovoked,australia,south australia,coffin bay,Surfing,M,17,Fatal,,
1975,1975,Unprovoked,bermuda,,,Fishing,M,25,Injured,,Blue shark
1975,1975,Unprovoked,reunion,,,Unknown,M,,Fatal,,
21-Dec-1974,1974,Watercraft,australia,south australia,glenelg,Fishing,M,,No injury,Morning,White shark
12-Dec-1974,1974,Unprovoked,australia,western australia,geographe bay,Unknown,M,32,Injured,,
01-Nov-1974,1974,Unprovoked,usa,florida,volusia county,Standing,M,24,Injured,Afternoon,
28-Sep-1974,1974,Unprovoked,usa,california,"north of point sur, monterey county",Surfing,M,17,Injured,07h30,White shark
14-Sep-1974,1974,Unprovoked,usa,california,"north farallon island, farallon islands",Diving,M,29,Injured,13h45,White shark
07-Sep-1974,1974,Unprovoked,israel,red sea,"north beach, eilat",Swimming,F,20,Injured,17h00,"Shortfin mako shark, 2.3 m [7.5'] "
02-Sep-1974,1974,Unprovoked,usa,california,"franklin point, san mateo county",Diving,M,41,Injured,17h30,White shark
02-Sep-1974,1974,Unprovoked,usa,california,"franklin point, san mateo county",Diving,M,48,Minor bite on foot & swimfin,17h30,White shark
01-Sep-1974,1974,Sea Disaster,australia,queensland,"junpinpin, off stradbroke island",Fishing,M,30,"Missing, believed taken by a shark",,
Sep-1974,1974,Unprovoked,usa,oregon,myers creek,Surfing,M,24,No injury,Morning,White shark
23-Aug-1974,1974,Unprovoked,hong kong,mirs bay,,Swimming,M,22,Injured,,
16-Aug-1974,1974,Unprovoked,hong kong,mirs bay,,Swimming,M,,Fatal,,
16-Aug-1974,1974,Unprovoked,hong kong,mirs bay,,Swimming,M,19,Injured,,
16-Aug-1974,1974,Unprovoked,hong kong,mirs bay,,Swimming,M,18,Injured,,
10-Aug-1974,1974,Unprovoked,croatia,split-dalmatia county,"lokva rogoznica, omis",Unknown,M,21,Fatal,15h00,White shark
05-Aug-1974,1974,Unprovoked,usa,california,"san gregorio beach, san mateo county",Surfing,M,,Injured,,White shark
26-Jul-1974,1974,Unprovoked,usa,california,"albion cove, albion, mendocino county",Diving,M,36,Injured,,White shark
20-Jul-1974,1974,Unprovoked,usa,georgia,"back river, savannah beach, chatham county",Swimming,M,17,Fatal,,small sharks'
02-Jul-1974,1974,Sea Disaster,usa,florida,gulf of mexico,Adrift after the sinking of the motor yacht Princess Dianne,M,10,Fatal,,3.7 m [12'] sharks
20-Jun-1974,1974,Unprovoked,usa,florida,volusia county,Swimming,F,61,Injured,08h55,
26-May-1974,1974,Unprovoked,usa,california,"tomales point, marin county",Diving,M,45,Injured,11h30,White shark
Reported 25-Apr-1974,1974,Sea Disaster,brazil,,,Fishing,M,,Fatal,,
20-Apr-1974,1974,Unprovoked,south africa,western cape province,arniston,Fishing,M,22,Injured,Late afternoon,"Raggedtooth shark, 1.5 m [5'] "
14-Apr-1974,1974,Unprovoked,south africa,eastern cape province,glengariff,Standing,M,19,Injured,15h30,
12-Apr-1974,1974,Unprovoked,usa,florida,"haulover beach, miami-dade county",Swimming,F,11,Injured,,
04-Apr-1974,1974,Unprovoked,south africa,kwazulu-natal,"inyoni rocks, amanzimtoti",Surfing,M,17,Injured,16h30,Juvenile dusky shark
21-Mar-1974,1974,Unprovoked,south africa,kwazulu-natal,amanzimtoti,Surfing,M,21,No injury,16h30 or 18h00,1.8 m [6'] shark
Mar-1974,1974,Watercraft,south africa,western cape province,macassar,Fishing,M,,No injury,,White shark
13-Feb-1974,1974,Unprovoked,south africa,kwazulu-natal,"inyoni rocks, amanzimtoti",Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",19h00,
13-Feb-1974,1974,Unprovoked,south africa,kwazulu-natal,"inyoni rocks, amanzimtoti",Swimming,M,19,Injured,19h00,
Feb-1974,1974,Watercraft,south africa,western cape province,macassar,Fishing,M,,No injury,,White shark
Early Feb-1974,1974,Watercraft,south africa,western cape province,macassar,Fishing,M,,No injury,Night,White shark
13-Jan-1974,1974,Unprovoked,south africa,kwazulu-natal,cape vidal,Sitting,M,42,Injured,,"Raggedtooth shark, 1 m "
09-Jan-1974,1974,Unprovoked,australia,south australia,streaky bay,Diving,M,26,Fatal,,White shark
07-Jan-1974,1974,Unprovoked,south africa,kwazulu-natal,amanzimtoti,Swimming,M,33,Injured,14h10,2 m to 2.5 m [6.75'  to 8.25'] shark
07-Jan-1974,1974,Unprovoked,mozambique,gaza,xai xai,Swimming,M,,Fatal,,
07-Jan-1974,1974,Unprovoked,mozambique,gaza,xai xai,Swimming,M,32,Fatal,,
Summer 1974,1974,Unprovoked,australia,western australia,emu channel,Fishing,M,,Injured,,"Bronze whaler shark, 4' "
1974,1974,Unprovoked,croatia,primorje-gorski kotar county,preluka harbour,Unknown,M,,Fatal,,
25-Dec-1973,1973,Unprovoked,mozambique,gaza,xai xai,Fishing,M,41,Injured,11h20,
21-Dec-1973,1973,Unprovoked,mozambique,gaza,xai xai,Swimming,M,20 ,Fatal,12h00,
Reported 18-Dec-1973,1973,Unprovoked,philippines,luzon,,Swimming,M,19,Fatal,,
18-Dec-1973,1973,Unprovoked,usa,hawaii,"kalama beach, kihei, maui",Swimming,M,,Injured,,
Dec-1973,1973,Unprovoked,mexico,guerrero,acapulco bay,Swimming,M,20s,Fatal,Late afternoon,
25-Nov-1973,1973,Unprovoked,australia,western australia,swan river,Unknown,M,,Injured,,
24-Nov-1973,1973,Unprovoked,usa,florida,volusia county,Surfing,M,13,Injured,Afternoon,
03-Nov-1973,1973,Unprovoked,australia,queensland,gin arm creek,Unknown,M,,Injured,,
29-Sep-1973,1973,Sea Disaster,south africa,kwazulu-natal,mission rocks,Fishing,M,,Fatal,,
14-Sep-1973,1973,Unprovoked,bahamas,grand bahama island,"memory rock, 18 miles from nw end of the island",Diving,M,11,Injured,14h30,Bull shark
Reported 10-Sep-1973,1973,Unprovoked,hong kong,mirs bay,,Swimming,M,20,Fatal,,
09-Sep-1973,1973,Unprovoked,mexico,baja california,guadalupe island,Diving,M,37,Fatal,16h45,White shark
Sep-1973,1973,Unprovoked,egypt,red sea,southern end of the sinai peninsula,Unknown,M,,Injured,,Tiger shark
27-Aug-1973,1973,Unprovoked,australia,queensland,palm cove beach,Unknown,M,21,,,
25-Aug-1973,1973,Unprovoked,australia,queensland,"point lookout, stradbroke island",Surfing,M,16,Right foot severed,,12' shark
16-Aug-1973,1973,Unprovoked,usa,virginia,false cape,Spearfishing,M,17,Injured,,Black shark
13-Jun-1973,1973,Unprovoked,hong kong,,,Swimming,M,,Injured,,
04-Apr-1973,1973,Unprovoked,mexico,guerrero,"revolcadero beach, acapulco",Wading,M,45,Fatal,18h00,
26-Mar-1973,1973,Unprovoked,australia,queensland,palm island,Unknown,M,,Injured,,
05-Mar-1973,1973,Unprovoked,mozambique,gaza,"chongeone, xai xai",Fishing,M,28,Fatal,Morning,
Mar-1973,1973,Unprovoked,south africa,kwazulu-natal,scottburgh,Fishing,M,26,Hip bruised,Morning,Black shark
27-Feb-1973,1973,Unprovoked,mexico,guerrero,"revolcadero beach, acapulco",Swimming,M,57,Fatal,,
21-Jan-1973,1973,Provoked,south africa,kwazulu-natal,durban,Fishing,M,,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,,1 m shark
09-Jan-1973,1973,Unprovoked,usa,hawaii,"ho'okipa beach, pa'ia, maui",Surfing,M,,Injured,,1.2 m to 1.8 m [4' to 6'] shark observed in area
1973,1973,Unprovoked,palau,aulong island,aulong channel,Diving,M,,No injury,,Tiger shark
1973,1973,Unprovoked,palau,western caroline islands,,Diving,M,,Injured,,Grey shark
1973,1973,Unprovoked,south africa,eastern cape province,queensberry bay,Surfing,M,13,No injury,08h00,
31-Dec-1972,1972,Unprovoked,south africa,western cape province,millers point,Treading water,M,29,Injured,14h00,
26-Dec-1972,1972,Unprovoked,mozambique,gaza,xai xai,Swimming,M,25,Injured,15h00,2 m to 3 m shark
25-Dec-1972,1972,Unprovoked,mexico,guerrero,"revolcadero beach, acapulco",Surfing,M,17,Fatal,Afternoon,
24-Dec-1972,1972,Unprovoked,south africa,western cape province,hartenbos,Swimming,M,,No injury,09h00,White shark
21-Dec-1972,1972,Unprovoked,australia,queensland,currumbin rock,Unknown,M,,Injured,,
08-Dec-1972,1972,Provoked,australia,new south wales,"marineland, sydney",Unknown,M,24,PROVOKED INCIDENT,,
01-Dec-1972,1972,Unprovoked,reunion,saint-philippe,basse vallée,Fishing,M,,Fatal,,
21-Oct-1972,1972,Unprovoked,australia,queensland,"stevens reef, 70 miles from mackay",Fishing,M,24,Injured,,
21-Oct-1972,1972,Unprovoked,australia,new south wales,tabourie beach,Surfing,M,19,Injured,,"Bronze whaler shark, 10' "
14-Oct-1972,1972,Unprovoked,usa,us virgin islands,"st. croix, cane bay",Diving,M,,Fatal,,White shark
14-Oct-1972,1972,Unprovoked,usa,florida,volusia county,Surfing,M,17,Injured,,
Reported 10-Oct-1972,1972,Unprovoked,new zealand,north island,wanganui,Swimming,M,17,No injury,,
09-Sep-1972,1972,Unprovoked,usa,california,"point sur, monterey county",Surfing,M,,Injured,10h00,White shark
04-Sep-1972,1972,Invalid,mozambique,maputo province,inhaca island,Swimming,F,20,Injured,,Questionable incident
29-Aug-1972,1972,Unprovoked,usa,florida,st. johns county,Surfing,M,15,Injured,Evening,
17-Aug-1972,1972,Unprovoked,usa,hawaii,"waimanu, honoka'a, hawai'i",Fishing,M,,Injured,,2.4 m [8'] shark
08-Aug-1972,1972,Unprovoked,australia,tasmania,tasman island,Diving,M,45,Injured,,White shark
05-Jul-1972,1972,Invalid,usa,california,"laguna beach, orange county",Diving,M,,Sharks reportedly bit legs & fins ,,Questionable incident
Reported 26-Jun-1972,1972,Unprovoked,australia,queensland,pancake creek,Unknown,M,,Fatal,,
Reported 26-Jun-1972,1972,Unprovoked,australia,queensland,pancake creek,Unknown,M,,Fatal,,
10-Jun-1972,1972,Unprovoked,usa,florida,brevard county,Surfing,M,22,Injured,11h30,4.5' shark
28-May-1972,1972,Unprovoked,usa,california,"bird rock, near tomales point, marin county",Diving,M,32,Injured,13h30,White shark
06-May-1972,1972,Unprovoked,french polynesia,tuamotus,ahé atoll,Fishing,M,27,Injured,,Grey shark
16-Apr-1972,1972,Unprovoked,western samoa,upolu island,nu’ulua,Swimming,M,25,Fatal,,Tiger shark
01-Apr-1972,1972,Unprovoked,australia,queensland,wellington point,Unknown,F,,Injured,,
01-Apr-1972,1972,Unprovoked,mozambique,gaza,xai xai,Swimming,M,19,Fatal,17h00,
21-Mar-1972,1972,Provoked,pacific ocean,,,Fishing,M,33,Injured,,
16-Mar-1972,1972,Unprovoked,usa,hawaii,"waihe'e, wailuku, maui",Fishing,M,,Injured,,
20-Feb-1972,1972,Unprovoked,australia,victoria,"wilson's promontory, waratah bay",Surfing,M,18,Injured,11h00,7' shark
12-Feb-1972,1972,Unprovoked,australia,tasmania,elliot's cove,Unknown,M,,Injured,,
01-Jan-1972,1972,Unprovoked,south africa,eastern cape province,st. george’s strand,Swimming,M,20,Fatal,,
01-Jan-1972,1972,Unprovoked,south africa,kwazulu-natal,kosi bay,Sitting in shallows,F,30,Injured,20h00,Zambesi shark
01-Jan-1972,1972,Unprovoked,mozambique,gaza,xai xai,Standing,M,24,Injured,16h20,White shark
Jan-1972,1972,Unprovoked,mozambique,maputo province,ponto do ouro,Fishing,M,,Injured,,
1972,1972,Unprovoked,france,antibes,,Swimming,M,,Injured,,White shark
1972,1972,Unprovoked,marshall islands,illeginni atoll,,Diving,M,,Injured,,Grey shark
23-Dec-1971,1971,Unprovoked,australia,new south wales,smokey cape,Unknown,M,22,Injured,,
16-Dec-1971,1971,Unprovoked,south africa,western cape province,"fish hoek, false bay",Swimming,F,16,Injured,14h45,White shark
05-Dec-1971,1971,Unprovoked,australia,queensland,gladstone,Unknown,M,20,Fatal,,
Reported 25-Nov-1971,1971,Unprovoked,hong kong,mirs bay,,Swimming,M,20,Injured,Just before dawn,
27-Oct-1971,1971,Provoked,australia,new south wales,"marineland, sydney",Unknown,M,20,PROVOKED INCIDENT,,
23-Oct-1971,1971,Unprovoked,usa,florida,"ft. pierce, st lucie county",Surfing,M,18,Injured,Afternoon,5' to 6' shark
14-Oct-1971,1971,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Swimming,M,25,Injured,Evening,1.5 m to 2 m shark
02-Oct-1971,1971,Unprovoked,usa,california,"sea ranch, sonoma county",Diving,M,30,Injured, 14h00,White shark
25-Sep-1971,1971,Unprovoked,usa,north carolina,"emerald isle, carteret county",Surfing,M,17,Injured,,
07-Sep-1971,1971,Unprovoked,croatia,istria county,ika,Swimming,M,34,Fatal,10h30,White shark
05-Sep-1971,1971,Unprovoked,australia,south australia,adelaide,Fishing,M,51,Fatal,,
21-Aug-1971,1971,Provoked,australia,new south wales,"manly marineland, sydney",Diving,M,26,Injured,13h15,Grey shark
26-Jul-1971,1971,Unprovoked,usa,florida,volusia county,Wading,M,8,Injured,Afternoon,
19-Jul-1971,1971,Unprovoked,usa,california,"point purisima, santa barbara county",Diving,M,,Injured,,White shark
30-Jun-1971,1971,Unprovoked,south africa,western cape province,mossel bay,Surfing,M,21,Injured,15h35,White shark
01-Jun-1971,1971,Unprovoked,british isles,south devon,beesands,Diving,M,32,No injury,,3.6 m  porbeagle shark
Reported 16-Apr-1971,1971,Unprovoked,kenya,coast province,watamu,Swimming,M,16,Injured,,"2 m [6'9""] shark"
11-Apr-1971,1971,Unprovoked,south africa,western cape province,buffels bay,Swimming,M,>50,Fatal,11h30,White shark
6-Apr-1971,1971,Unprovoked,mexico,guerrero,"copacabana beach, acapulco",Surfing,M,19,Fatal,11h00,
5-Apr-1971,1971,Unprovoked,venezuela,,,Unknown,M,14,Fatal,,
5-Apr-1971,1971,Unprovoked,venezuela,,,Unknown,M,66,Fatal,,
Late Apr-1971,1971,Sea Disaster,mozambique,between beira & maputo,,Wreck of the 1689-ton Portuguese  coaster Angoche,M,,Fatal,,
30-Mar-1971,1971,Unprovoked,new zealand,south island,dunedin,Surfing,M,16,Injured,10h20,White shark
02-Jan-1971,1971,Unprovoked,australia,tasmania,,Swimming,M,,Injured,16h30,
1971,1971,Unprovoked,usa,california,"franklin point, san mateo county",Diving,M,,Injured,,White shark
1971,1971,Unprovoked,australia,south australia,southport,Surfing,M,15,Injured,,White shark
1971,1971,Unprovoked,croatia,istria,ika,Swimming,M,,Fatal,,White shark
1971,1971,Unprovoked,iran,khuzestan province,"ahvaz, on the karun river",Unknown,M,,Injured,,
1971,1971,Unprovoked,iran,khuzestan province,"ahvaz, on the karun river",Unknown,M,,Injured,,
17-Dec-1970,1970,Unprovoked,mozambique,inhambe province,"inhasoka, inhambe bay",Fishing,M,18,Fatal,15h00,
13-Dec-1970,1970,Unprovoked,mozambique,inhambe province,"inhambe bay estuary, 10 to 12 miles inland from the sea",Fishing,M,18 to 22,Fatal,,
07-Dec-1970,1970,Unprovoked,micronesia,namonuito atoll,pisarach (pisaras),Fishing,M,,Injured,23h00,1.8 m shark
03-Dec-1970,1970,Sea Disaster,usa,hawaii,kauai,Shipwreck,M,41,Injured,,
24-Oct-1970,1970,Unprovoked,usa,hawaii,"brennecke beach, po'ipu, kaua'i",Surfing,M,,Injured,,
Oct-1970,1970,Unprovoked,usa,florida,"matanzas inlet, st johns county",Surfing,M,,Injured,,
28-Sep-1970,1970,Unprovoked,micronesia,eastern caroline islands,truk lagoon,Diving,M,43,Injured,10h00,1.8 to 2 m C. albimarginatus
13-Sep-1970,1970,Provoked,palau,western caroline islands (north pacific ocean),outside barrier reef,Fishing,M,20,"Another diver shot shark, shark bit his left foream  PROVOKED INCIDENT",,1 m shark
05-Sep-1970,1970,Unprovoked,usa,florida,brevard county,Floating on a raft,M,18,Injured,11h30,
02-Sep-1970,1970,Provoked,australia,new south wales,"marineland, sydney",Unknown,M,20,PROVOKED INCIDENT,,
Sep-1970,1970,Unprovoked,usa,south carolina,,Swimming,M,,Injured,,"""Dog shark"""
Sep-1970,1970,Unprovoked,usa,florida,pinellas county,Diving,M,,Injured,,
22-Jun-1970,1970,Provoked,usa,florida,"dania, broward county",Fishing,M,13,Injured,,7.5' shark
15-Jun-1970,1970,Provoked,south africa,kwazulu-natal,"shark tank, oceanographic research institute, durban",Diving,M,25,Injured,16h00,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
13-Jun-1970,1970,Unprovoked,grenada,st. andrew parish,grenville,Wading,M,16,Fatal,14h00,
13-Jun-1970,1970,Unprovoked,grenada,st. andrew parish,grenville,Wading,M,18,Fatal,14h00,
Jun-1970,1970,Sea Disaster,philippines,200 nm southeast of manila,,Motor launch Baby Princesa capsized with 22 people on board,M,,Injured,,
4-Apr-1970,1970,Unprovoked,grenada,st. andrew parish,grenville,Swimming,M,14,Fatal,16h00,
Apr-1970,1970,Unprovoked,solomon islands,,,Swimming,M,,No details,,Wobbegong shark
